work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2022,Software Engineer,Full Time,Data Engineer,120000,USD,120000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Analyst,127000,USD,127000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Analyst,104000,USD,104000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Scientist,210000,USD,210000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Scientist,150000,USD,150000,United States,100,United States,M
2022,Software Engineer,Full Time,Machine Learning Engineer,210000,USD,210000,United States,100,United States,M
2022,Software Engineer,Full Time,Machine Learning Engineer,150000,USD,150000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Engineer,210000,USD,210000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Engineer,130000,USD,130000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Scientist,182750,USD,182750,United States,100,United States,M
2022,Software Engineer,Full Time,Data Scientist,161500,USD,161500,United States,100,United States,M
2022,Management Information,Full Time,Data Analyst,102640,USD,102640,United States,100,United States,M
2022,Management Information,Full Time,Data Analyst,66100,USD,66100,United States,100,United States,M
2022,Software Engineer,Full Time,Research Scientist,210000,USD,210000,United States,100,United States,M
2022,Software Engineer,Full Time,Research Scientist,150000,USD,150000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Engineer,198800,USD,198800,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,122600,USD,122600,United States,0,United States,M
2022,Management Information,Full Time,Data Engineer,130000,USD,130000,United States,100,United States,M
2022,Management Information,Full Time,Data Engineer,80000,USD,80000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Scientist,136000,USD,136000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Scientist,104000,USD,104000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Analyst,150000,USD,150000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Analyst,100000,USD,100000,United States,100,United States,M
2022,EN,Full Time,Data Engineer,160000,USD,160000,United States,0,United States,M
2022,EN,Full Time,Data Engineer,135000,USD,135000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,216000,USD,216000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Engineer,144000,USD,144000,United States,100,United States,M
2022,EX,Full Time,Data Scientist,159000,USD,159000,United States,100,United States,M
2022,EX,Full Time,Data Scientist,130000,USD,130000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Analyst,115934,USD,115934,United States,100,United States,M
2022,Software Engineer,Full Time,Data Analyst,81666,USD,81666,United States,100,United States,M
2022,Software Engineer,Full Time,Data Engineer,215000,USD,215000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Engineer,150000,USD,150000,United States,100,United States,M
2022,Software Engineer,Full Time,Machine Learning Engineer,246000,USD,246000,United States,100,United States,M
2022,Software Engineer,Full Time,Machine Learning Engineer,201000,USD,201000,United States,100,United States,M
2022,Management Information,Full Time,Data Engineer,187000,USD,187000,United States,100,United States,M
2022,Management Information,Full Time,Data Engineer,153000,USD,153000,United States,100,United States,M
2022,Software Engineer,Full Time,Machine Learning Engineer,255000,USD,255000,MX,100,MX,M
2022,Software Engineer,Full Time,Machine Learning Engineer,185000,USD,185000,MX,100,MX,M
2022,Management Information,Full Time,Data Analyst,350000,GBP,430967,Great Britain ,0,Great Britain ,M
2022,Management Information,Full Time,Data Analyst,45000,GBP,55410,Great Britain ,0,Great Britain ,M
2022,Software Engineer,Full Time,Data Analyst,48000,EUR,50432,ES,0,ES,M
2022,Software Engineer,Full Time,Data Analyst,38000,EUR,39925,ES,0,ES,M
2022,Software Engineer,Full Time,Data Analyst,169000,USD,169000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Analyst,110600,USD,110600,United States,0,United States,M
2022,EN,Full Time,BI Data Analyst,58000,EUR,60938,DE,0,DE,L
2022,Software Engineer,Full Time,BI Developer,140000,USD,140000,United States,100,United States,M
2022,Software Engineer,Full Time,BI Developer,120000,USD,120000,United States,100,United States,M
2022,Management Information,Full Time,Data Analyst,75000,USD,75000,United States,100,United States,M
2022,Management Information,Full Time,Data Analyst,60000,USD,60000,United States,100,United States,M
2022,Software Engineer,Full Time,3D Computer Vision Researcher,10000,USD,10000,CA,50,AL,S
2022,EN,Full Time,Data Analyst,50000,USD,50000,United States,50,United States,L
2022,Management Information,Full Time,MLOps Engineer,134000,USD,134000,United States,100,United States,M
2022,Management Information,Full Time,MLOps Engineer,124000,USD,124000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Analyst,166700,USD,166700,United States,0,United States,M
2022,Software Engineer,Full Time,Data Analyst,119000,USD,119000,United States,0,United States,M
2022,EN,Full Time,Data Scientist,124234,USD,124234,United States,0,United States,M
2022,EN,Full Time,Data Scientist,74540,USD,74540,United States,0,United States,M
2022,Management Information,Full Time,Data Analyst,100000,USD,100000,United States,100,United States,M
2022,Management Information,Full Time,Data Analyst,65000,USD,65000,United States,100,United States,M
2021,Management Information,Full Time,Data Analyst,1250000,INR,16904,IN,50,IN,L
2022,EN,Full Time,AI Scientist,200000,USD,200000,CA,50,CA,L
2022,EN,Full Time,Machine Learning Engineer,12000,USD,12000,Argentina,100,AR,L
2022,Software Engineer,Full Time,Data Engineer,220000,USD,220000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Engineer,146000,USD,146000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Engineer,65000,EUR,68293,ES,0,ES,M
2022,Software Engineer,Full Time,Data Engineer,35000,EUR,36773,ES,0,ES,M
2022,Software Engineer,Full Time,Data Specialist,110000,USD,110000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Specialist,70000,USD,70000,United States,0,United States,M
2022,EN,Full Time,Data Analyst,50000,USD,50000,United States,50,United States,L
2022,Software Engineer,Full Time,Data Engineer,120000,USD,120000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,95000,USD,95000,United States,0,United States,M
2022,Management Information,Full Time,Data Analyst,150000,USD,150000,United States,0,United States,M
2022,Management Information,Full Time,Data Analyst,100000,USD,100000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Scientist,45000,EUR,47280,ES,0,ES,M
2022,Software Engineer,Full Time,Data Scientist,36000,EUR,37824,ES,0,ES,M
2022,Software Engineer,Full Time,Data Architect,190000,USD,190000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Architect,135000,USD,135000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Scientist,128000,USD,128000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Scientist,81500,USD,81500,United States,0,United States,M
2022,Software Engineer,Full Time,Data Scientist,173000,USD,173000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Scientist,110000,USD,110000,United States,100,United States,M
2022,Software Engineer,Full Time,Machine Learning Engineer,192000,USD,192000,United States,0,United States,M
2022,Software Engineer,Full Time,Machine Learning Engineer,120000,USD,120000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Analyst,115934,USD,115934,United States,100,United States,M
2022,Software Engineer,Full Time,Data Analyst,81666,USD,81666,United States,100,United States,M
2022,Software Engineer,Full Time,Data Analyst,120000,USD,120000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Analyst,95000,USD,95000,United States,0,United States,M
2022,Software Engineer,Full Time,Principal Machine Learning Engineer,190000,USD,190000,United States,100,United States,L
2022,Software Engineer,Full Time,Data Engineer,194000,USD,194000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Engineer,129400,USD,129400,United States,100,United States,M
2022,Software Engineer,Full Time,Data Analyst,201000,USD,201000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Analyst,89200,USD,89200,United States,100,United States,M
2022,Software Engineer,Full Time,Data Scientist,165000,USD,165000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Scientist,125000,USD,125000,United States,0,United States,M
2022,Software Engineer,Full Time,Applied Scientist,230000,USD,230000,United States,100,United States,M
2022,Software Engineer,Full Time,Applied Scientist,196000,USD,196000,United States,100,United States,M
2022,Management Information,Full Time,Machine Learning Engineer,130000,USD,130000,United States,0,United States,M
2022,Management Information,Full Time,Machine Learning Engineer,90000,USD,90000,United States,0,United States,M
2022,Management Information,Full Time,Machine Learning Researcher,150000,USD,150000,United States,100,United States,M
2022,Management Information,Full Time,Machine Learning Researcher,100000,USD,100000,United States,100,United States,M
2022,Management Information,Full Time,Machine Learning Engineer,230000,USD,230000,United States,0,United States,M
2022,Management Information,Full Time,Machine Learning Engineer,150000,USD,150000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,153600,USD,153600,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,106800,USD,106800,United States,0,United States,M
2022,Management Information,Full Time,Machine Learning Researcher,130000,USD,130000,United States,100,United States,M
2022,Management Information,Full Time,Machine Learning Researcher,100000,USD,100000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Engineer,216000,USD,216000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Engineer,144000,USD,144000,United States,100,United States,M
2022,Management Information,Full Time,Data Scientist,180000,USD,180000,United States,0,United States,M
2022,Management Information,Full Time,Data Scientist,120000,USD,120000,United States,0,United States,M
2022,EN,Full Time,Data Engineer,160000,USD,160000,United States,0,United States,M
2022,EN,Full Time,Data Engineer,135000,USD,135000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Analyst,192500,USD,192500,United States,100,United States,M
2022,Software Engineer,Full Time,Data Analyst,140000,USD,140000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Engineer,152500,USD,152500,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,130000,USD,130000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Analyst,65000,USD,65000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Analyst,55000,USD,55000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Engineer,178750,USD,178750,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,160000,USD,160000,United States,0,United States,M
2022,Management Information,Full Time,Data Scientist,60000,EUR,63040,FR,100,FR,M
2022,Management Information,Full Time,Data Scientist,50000,EUR,52533,FR,100,FR,M
2022,Management Information,Full Time,Machine Learning Scientist,165000,USD,165000,United States,0,United States,M
2022,Management Information,Full Time,Machine Learning Scientist,135000,USD,135000,United States,0,United States,M
2022,Software Engineer,Full Time,Analytics Engineer,170000,USD,170000,United States,100,United States,M
2022,Software Engineer,Full Time,Analytics Engineer,125000,USD,125000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Engineer,105000,USD,105000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,70000,USD,70000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Scientist,130000,USD,130000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Scientist,95000,USD,95000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Scientist,203500,USD,203500,United States,0,United States,M
2022,Software Engineer,Full Time,Data Scientist,152000,USD,152000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,197430,USD,197430,United States,100,United States,M
2022,Software Engineer,Full Time,Data Engineer,134760,USD,134760,United States,100,United States,M
2022,Management Information,Full Time,Data Scientist,120000,USD,120000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Engineer,197000,USD,197000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,99000,USD,99000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,220000,USD,220000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Engineer,162000,USD,162000,United States,100,United States,M
2022,Management Information,Full Time,Data Engineer,105120,EUR,110446,LT,0,LT,M
2022,Management Information,Full Time,Data Engineer,75360,EUR,79178,LT,0,LT,M
2022,Management Information,Full Time,Data Science Consultant,57000,GBP,70186,Great Britain ,0,Great Britain ,M
2022,Management Information,Full Time,Data Science Consultant,42000,GBP,51716,Great Britain ,0,Great Britain ,M
2022,Software Engineer,Full Time,Data Architect,149040,USD,149040,United States,100,United States,M
2022,Software Engineer,Full Time,Data Architect,113900,USD,113900,United States,100,United States,M
2020,Management Information,Full Time,Business Data Analyst,95000,USD,95000,United States,0,United States,M
2021,Software Engineer,Full Time,Data Analyst,115000,USD,115000,United States,100,United States,S
2022,Software Engineer,Full Time,Data Analyst,171000,USD,171000,United States,100,AU,L
2022,EN,Full Time,Data Analytics Engineer,13000,USD,13000,Argentina,100,AR,S
2022,Software Engineer,Full Time,Data Engineer,100000,USD,100000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,78000,USD,78000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,120000,USD,120000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,95000,USD,95000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Specialist,110000,USD,110000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Specialist,70000,USD,70000,United States,0,United States,M
2022,EN,FL,Data Analytics Consultant,50000,USD,50000,Belgium,100,United States,S
2022,Software Engineer,Full Time,Data Scientist,185900,USD,185900,United States,0,United States,M
2022,Software Engineer,Full Time,Data Scientist,129300,USD,129300,United States,0,United States,M
2022,Management Information,Full Time,Data Analyst,150000,USD,150000,United States,0,United States,M
2022,Management Information,Full Time,Data Analyst,100000,USD,100000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,230000,USD,230000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Engineer,154600,USD,154600,United States,100,United States,M
2022,Software Engineer,Full Time,Machine Learning Engineer,204500,USD,204500,United States,0,United States,M
2022,Software Engineer,Full Time,Machine Learning Engineer,142200,USD,142200,United States,0,United States,M
2022,Management Information,Full Time,Data Engineer,160000,USD,160000,United States,100,United States,M
2022,Management Information,Full Time,Data Engineer,75000,USD,75000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Scientist,45000,EUR,47280,ES,0,ES,M
2022,Software Engineer,Full Time,Data Scientist,36000,EUR,37824,ES,0,ES,M
2022,Software Engineer,Full Time,Data Engineer,213000,USD,213000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,152000,USD,152000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Scientist,140000,USD,140000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Scientist,120000,USD,120000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Scientist,110000,USD,110000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Scientist,70000,USD,70000,United States,0,United States,M
2022,Software Engineer,Full Time,Machine Learning Software Engineer,227200,USD,227200,CA,100,CA,M
2022,Software Engineer,Full Time,Machine Learning Software Engineer,168000,USD,168000,CA,100,CA,M
2021,EN,Full Time,3D Computer Vision Researcher,20000,USD,20000,American Samoa,0,AS,M
2022,Management Information,Full Time,Data Scientist,61000,EUR,64090,DE,0,DE,M
2022,Management Information,Full Time,Data Scientist,58000,EUR,60938,DE,0,DE,M
2022,Software Engineer,Full Time,ML Engineer,243000,USD,243000,United States,100,United States,M
2022,Software Engineer,Full Time,ML Engineer,183000,USD,183000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Engineer,175000,USD,175000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,150000,USD,150000,United States,0,United States,M
2022,Management Information,Full Time,Data Scientist,130000,USD,130000,United States,100,United States,M
2022,Management Information,Full Time,Data Scientist,90000,USD,90000,United States,100,United States,M
2022,Management Information,Full Time,Data Analyst,165000,USD,165000,United States,0,United States,M
2022,Management Information,Full Time,Data Analyst,124000,USD,124000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,178000,USD,178000,CA,0,CA,M
2022,Software Engineer,Full Time,Data Engineer,132000,USD,132000,CA,0,CA,M
2022,Software Engineer,Full Time,Data Engineer,300000,USD,300000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,130000,USD,130000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Analyst,169000,USD,169000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Analyst,110600,USD,110600,United States,0,United States,M
2022,Software Engineer,Full Time,Data Analyst,116000,USD,116000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Analyst,96000,USD,96000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Analyst,75000,GBP,92350,Great Britain ,0,Great Britain ,M
2022,Software Engineer,Full Time,Data Analyst,57000,GBP,70186,Great Britain ,0,Great Britain ,M
2022,Software Engineer,Full Time,Data Analyst,105000,USD,105000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Analyst,70000,USD,70000,United States,0,United States,M
2022,Management Information,Full Time,Machine Learning Researcher,137000,CAD,105236,CA,50,CA,L
2022,Software Engineer,Full Time,Data Engineer,194000,USD,194000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Engineer,129400,USD,129400,United States,100,United States,M
2022,Software Engineer,Full Time,Data Architect,190000,USD,190000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Architect,135000,USD,135000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Analyst,100000,USD,100000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Analyst,70000,USD,70000,United States,0,United States,M
2022,EN,Full Time,Machine Learning Engineer,189750,USD,189750,United States,0,United States,M
2022,EN,Full Time,Machine Learning Engineer,140250,USD,140250,United States,0,United States,M
2022,Software Engineer,Full Time,Data Analyst,130000,USD,130000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Analyst,100000,USD,100000,United States,0,United States,M
2022,Management Information,Full Time,Data Analyst,160000,USD,160000,United States,0,United States,M
2022,Management Information,Full Time,Data Analyst,109000,USD,109000,United States,0,United States,M
2022,Software Engineer,Full Time,Research Engineer,250000,USD,250000,United States,0,United States,M
2022,Software Engineer,Full Time,Research Engineer,150000,USD,150000,United States,0,United States,M
2022,Management Information,Full Time,Data Analyst,206000,USD,206000,United States,0,United States,M
2022,Management Information,Full Time,Data Analyst,160000,USD,160000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,135000,USD,135000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,120000,USD,120000,United States,0,United States,M
2022,Software Engineer,Full Time,Machine Learning Engineer,110000,EUR,115573,FR,100,FR,M
2022,Software Engineer,Full Time,Machine Learning Engineer,70000,EUR,73546,FR,100,FR,M
2022,EN,Full Time,Data Engineer,160000,USD,160000,United States,0,United States,M
2022,EN,Full Time,Data Engineer,135000,USD,135000,United States,0,United States,M
2022,Management Information,Full Time,Data Analyst,150000,USD,150000,United States,0,United States,M
2022,Management Information,Full Time,Data Analyst,100000,USD,100000,United States,0,United States,M
2022,Management Information,Full Time,Data Engineer,120000,USD,120000,United States,0,United States,M
2022,Management Information,Full Time,Data Engineer,95000,USD,95000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,65000,EUR,68293,ES,0,ES,M
2022,Software Engineer,Full Time,Data Engineer,40000,EUR,42026,ES,0,ES,M
2022,Software Engineer,Full Time,Data Engineer,191200,USD,191200,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,130000,USD,130000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,191200,USD,191200,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,130000,USD,130000,United States,0,United States,M
2022,EN,Full Time,Machine Learning Research Engineer,63000,EUR,66192,DE,50,DE,L
2022,EN,Full Time,3D Computer Vision Researcher,50000,USD,50000,United States,100,CR,S
2022,Software Engineer,Full Time,Data Engineer,230000,USD,230000,United States,0,United States,L
2022,Software Engineer,Full Time,Data Engineer,154600,USD,154600,United States,0,United States,L
2022,Software Engineer,Full Time,Data Engineer,120000,USD,120000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,95000,USD,95000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Scientist,140000,USD,140000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Scientist,120000,USD,120000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Analyst,169000,USD,169000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Analyst,110600,USD,110600,United States,0,United States,M
2022,Management Information,Full Time,Data Analyst,80000,USD,80000,United States,100,United States,L
2022,Software Engineer,Full Time,Data Engineer,185900,USD,185900,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,129300,USD,129300,United States,0,United States,M
2022,Software Engineer,Full Time,Analytics Engineer,135000,USD,135000,United States,0,United States,M
2022,Software Engineer,Full Time,Analytics Engineer,110000,USD,110000,United States,0,United States,M
2022,Management Information,Full Time,Data Analytics Manager,155000,USD,155000,United States,0,United States,M
2022,Management Information,Full Time,Data Analytics Manager,140000,USD,140000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,205000,USD,205000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Engineer,150000,USD,150000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Engineer,179500,USD,179500,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,134000,USD,134000,United States,0,United States,M
2022,Management Information,Full Time,Data Scientist,180000,USD,180000,United States,0,United States,M
2022,Management Information,Full Time,Data Scientist,120000,USD,120000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Scientist,185900,USD,185900,United States,0,United States,M
2022,Software Engineer,Full Time,Data Scientist,129300,USD,129300,United States,0,United States,M
2022,Software Engineer,Full Time,Data Scientist,175000,USD,175000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Scientist,145000,USD,145000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Architect,235000,USD,235000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Architect,175000,USD,175000,United States,100,United States,M
2022,EN,Full Time,Data Science Consultant,26000,EUR,27317,ES,50,ES,L
2022,Management Information,Full Time,Data Engineer,160000,USD,160000,United States,100,United States,M
2022,Management Information,Full Time,Data Engineer,90000,USD,90000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Engineer,65000,EUR,68293,ES,0,ES,M
2022,Software Engineer,Full Time,Data Engineer,35000,EUR,36773,ES,0,ES,M
2022,Software Engineer,Full Time,Data Engineer,145000,USD,145000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,115000,USD,115000,United States,0,United States,M
2022,Management Information,Full Time,Data Specialist,165000,USD,165000,United States,0,United States,M
2022,Management Information,Full Time,Data Specialist,135000,USD,135000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,168400,USD,168400,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,105200,USD,105200,United States,0,United States,M
2022,Management Information,Full Time,Deep Learning Engineer,70000,GBP,86193,Great Britain ,100,Great Britain ,M
2022,Management Information,Full Time,Deep Learning Engineer,40000,GBP,49253,Great Britain ,100,Great Britain ,M
2022,Software Engineer,Full Time,Data Engineer,200000,USD,200000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,160000,USD,160000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Scientist,45000,EUR,47280,ES,0,ES,M
2022,Software Engineer,Full Time,Data Scientist,36000,EUR,37824,ES,0,ES,M
2022,Software Engineer,Full Time,Data Scientist,198800,USD,198800,United States,0,United States,M
2022,Software Engineer,Full Time,Data Scientist,122600,USD,122600,United States,0,United States,M
2022,EN,FL,Machine Learning Engineer,100000,USD,100000,IR,100,IR,M
2022,Management Information,Full Time,BI Data Analyst,100000,EUR,105066,FR,50,FR,M
2022,Software Engineer,Full Time,Data Analyst,130000,USD,130000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Analyst,100000,USD,100000,United States,0,United States,M
2022,Management Information,Full Time,Analytics Engineer,85000,GBP,104663,Great Britain ,0,Great Britain ,M
2022,Management Information,Full Time,Analytics Engineer,60000,GBP,73880,Great Britain ,0,Great Britain ,M
2022,Software Engineer,Full Time,Data Engineer,125000,USD,125000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Engineer,110000,USD,110000,United States,100,United States,M
2022,Management Information,Full Time,Data Analyst,165000,USD,165000,United States,0,United States,M
2022,Management Information,Full Time,Data Analyst,124000,USD,124000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Scientist,148000,USD,148000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Scientist,107000,USD,107000,United States,100,United States,M
2022,Management Information,Full Time,Data Analyst,150000,USD,150000,United States,0,United States,M
2022,Management Information,Full Time,Data Analyst,100000,USD,100000,United States,0,United States,M
2022,EN,Full Time,Data Engineer,160000,USD,160000,United States,0,United States,M
2022,EN,Full Time,Data Engineer,135000,USD,135000,United States,0,United States,M
2022,Management Information,Full Time,Data Engineer,120000,USD,120000,United States,0,United States,M
2022,Management Information,Full Time,Data Engineer,95000,USD,95000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,153600,USD,153600,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,106800,USD,106800,United States,0,United States,M
2022,Management Information,Full Time,Data Analyst,100000,USD,100000,CA,0,CA,M
2022,Management Information,Full Time,Data Analyst,65000,USD,65000,CA,0,CA,M
2022,Management Information,Full Time,Data Engineer,120000,USD,120000,United States,0,United States,M
2022,Management Information,Full Time,Data Engineer,95000,USD,95000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,60000,EUR,63040,Portugal,0,PT,M
2022,Software Engineer,Full Time,Data Engineer,35000,EUR,36773,Portugal,0,PT,M
2022,EX,Full Time,Data Engineer,310000,USD,310000,United States,100,United States,M
2022,EX,Full Time,Data Engineer,239000,USD,239000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Science Manager,299500,USD,299500,United States,0,United States,M
2022,Software Engineer,Full Time,Data Science Manager,245100,USD,245100,United States,0,United States,M
2022,Software Engineer,Full Time,Data Scientist,168000,USD,168000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Scientist,130000,USD,130000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Scientist,136000,USD,136000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Scientist,104000,USD,104000,United States,100,United States,M
2022,Management Information,Full Time,Data Engineer,161000,USD,161000,United States,100,United States,M
2022,Management Information,Full Time,Data Engineer,118000,USD,118000,United States,100,United States,M
2022,Software Engineer,Full Time,Applied Scientist,205000,USD,205000,United States,100,United States,M
2022,Software Engineer,Full Time,Applied Scientist,184000,USD,184000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Scientist,185900,USD,185900,United States,0,United States,M
2022,Software Engineer,Full Time,Data Scientist,129300,USD,129300,United States,0,United States,M
2022,Software Engineer,Full Time,Data Science Manager,247500,USD,247500,United States,0,United States,M
2022,Software Engineer,Full Time,Data Science Manager,172200,USD,172200,United States,0,United States,M
2022,Software Engineer,Full Time,Data Management Specialist,65000,EUR,68293,IT,0,IT,L
2022,Software Engineer,Full Time,Data Analyst,177000,USD,177000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Analyst,131000,USD,131000,United States,0,United States,M
2022,Software Engineer,Full Time,Applied Scientist,205000,USD,205000,United States,100,United States,M
2022,Software Engineer,Full Time,Applied Scientist,184000,USD,184000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Engineer,146000,USD,146000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,102000,USD,102000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Analyst,169000,USD,169000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Analyst,110600,USD,110600,United States,0,United States,M
2022,Software Engineer,Full Time,Applied Scientist,230000,USD,230000,United States,100,United States,M
2022,Software Engineer,Full Time,Applied Scientist,196000,USD,196000,United States,100,United States,M
2022,Software Engineer,Full Time,Data Engineer,135000,USD,135000,United States,0,United States,M
2022,Software Engineer,Full Time,Data Engineer,100000,USD,100000,United States,0,United States,M
2022,Management Information,Full Time,Data Engineer,80000,USD,80000,United States,0,United States,M
2022,Management Information,Full Time,Data Engineer,65000,USD,65000,United States,0,United States,M
